"text","valence","dominance","arousal"
"When our officers arrived, Astro was too weak to even stand up.",0,0,NA
"The officers knelt down slowly, speaking gently to the emaciated dog.",0,0,0
"Then they saw it.",1,1,1
"Astro was wagging his tail.",1,NA,1
"He was barely moving.",0,0,0
"but yes -- the poor, sick dog was saying.",0,0,NA
"“Welcome, friends!”",1,1,1
"The officers brought Astro to the ASPCA’s Bergh Memorial Animal Hospital.",0,NA,1
"The dog weighted only 45 pounds -- less than half of what a dog his size should weigh -- and he had several infections.",0,0,1
"But with first-rate medical attention and tender care from ASPCA staff, he slowly got well again.",1,NA,1
"Stories like Astro’s are all too common.",NA,0,0
"Every day, the ASPCA gets reports of animal cruelty, abuse, and neglect.",0,1,1
"Every day, our officers rescue animals like Sammy, a 10-month-old kitten who was deliberately thrown from a high-rise window by teenagers.",0,1,1
"In a world where cruelty is common, animals like Sammy and Astro desperately need friends like you.",0,1,1
"That is why I have written to you -- to ask you to support the ASPCA today.",NA,0,0
"Our vital anti-cruelty efforts are just part of the ASPCA mission. We also find loving adoptive homes for rescued animals ... provide first-rate veterinary care through our Bergh Memorial Animal Hospital ... offer low-cost spay and neuter programs for cats and dogs ... reach out to children, teachers, and parents through our Education Programs.",1,1,0
"His belly was empty.",0,NA,0
"So empty it hurt.",0,0,1
"And we don’t stop there.",1,1,1
"The ASPCA pushes for the passage and strengthening of anti-cruelty laws, so that crimes against animals will be treated with the seriousness they deserve.",1,1,1
"At least Astro could drink water from a puddle near the stake he was chained to.",0,0,NA
"Since the ASPCA was founded in 1866 as America’ s first humane society, ending cruelty has been our primary goal.",1,1,NA
"Today, over 130 years later, the scope of the problem is greater than ever.",0,0,1
"The ASPCA urgently needs your help to push back the tide of violence against animals.",0,1,1
"The task is too large for the ASPCA to handle without emergency assistance from dedicated friends.",0,NA,1
"THE AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS",1,NA,1
"That is why I’m asking you to join the ASPCA today with your gift of $20 or more if at all possible.",1,1,NA
"Your contribution will help us rescue more animals like Astro ... make sure the perpetrators of cruelty are brought to justice ... nurse abused animals back to health and find them loving adoptive homes.",1,NA,1
"Please help the ASPCA with your most generous gift today -- the animals are counting on you.",1,1,1
"Sincerely, Hawk, DVM and CEO",0,NA,NA
"But then the puddle dried up.",0,0,0
"P.S.We found Astro a wonderful adoptive home.",1,NA,1
"He is the pride and joy of this loving family!",1,1,1
"Please accept the enclosed name stickers as our gift to you and use them to spread the word about the ASPCA and the animals we help -- thank you.",1,1,1
"Astro had only a few days to live.",0,0,1
"A financial report is available from the Office of the Attorney General by writing the Charities Bureau, 120 Broadway New York, NY 10271.",NA,NA,0
"2/00",NA,NA,0
"Dear Friend:",1,NA,0
"As you read my letter, somewhere -- perhaps not far from you --someone is inflicting pain on an innocent animal ... an animal like Astro.",0,0,1
"You may not be able to rescue that particular animal.",0,0,NA
"But you CAN join the crusade to stop animal abuse and neglect, by making a generous contribution to the ASPCA today.",1,1,1
"I have sent you the enclosed complimentary name-and-address labels to call your attention to the work of the ASPCA.",NA,1,0
"Look for the Instant Access Code on your statement, then go to www.universalcard.com and follow the instructions.",NA,NA,0
"Dear Cardmember:",NA,NA,0
"·AutoPay EFT Payments Skip writing checks and have your payment made electronically from your bank account each month.",1,NA,NA
"Enroll on Internetor call Customer Service for details.",1,NA,0
"Personalized features",1,0,0
"·Cycle Date You can time your statement and payments to coincide with convenient times of the month by choosing your billing cycle date.",1,1,0
"Were pleased to send you the enclosed AT&T Universal Card to replace your current card.",1,1,NA
"·Personal Identification Number (PIN) Choose your own PIN to use for cash access and calling.",NA,0,0
"·Calling Card Number Choose your own calling card number too, to make calling easier.",1,1,0
"Save on calls with the AT&T One Rate Calling Card Plan.",1,1,0
"If you haven’t already enrolled, sign up for this plan that saves you money on your AT&T Universal Card calls.",1,1,1
"You get the low rate of 25 cents a minute anytime, anywhere in the U.S. on all your AT&T Universal Card calls when you make the call yourself by dialing 1 800 CALL ATT.",1,NA,NA
"To enroll, call 1 800 741-9302.",NA,NA,0
"The low, $1 monthly access fee will be conveniently billed to your account.",0,0,0
"For more information on any of these features, call us at 1 800 423-4343.",NA,0,0
"Please destroy your old card and begin using your new card as of the “valid date” printed on your new card.",1,1,NA
"Thank you for carrying the AT&T Universal Card.",1,1,1
"Sincerely, A Mark Gilder Vice President, Marketing Universal Card Services Corp.",NA,0,0
"Calls made from payphones are subject to a surcharge.",0,NA,0
"AT&Ts surcharge is up tp $30 per call.",0,0,1
"20% POST CONSUMER WASTE",0,1,1
"“valid date”",NA,NA,0
"Please see your card carrier for additional information and instructions.",NA,NA,0
"AT&T ClassicGoldPlatinum",1,NA,0
"Delivering your new card gives us an opportunity to remind you how we’re delivering more ways to make your card more useful.",1,1,1
"We’ve made your card easier to use with features you can customize yourself… more valuable with special savings programs.",1,1,1
"Convenience features",1,0,0
"·AT&T Calling Card feature Use your card to make local, long distance, even international calls from virtually any phone.",1,1,1
"Simply dial 1 800 CALL ATT® and follow the recorded instructions.",1,1,1
"Let me tell you exactly what’s at stake ... and how this could set a dangerous precedent: First of all, you might wonder why blackbirds are not benefiting from the Migratory Bird Treaty Act’s prohibition against actions that cause intentional harm.",0,1,0
"Just imagine finding your favorite hiking trail or birding area littered with dead birds -- among the hundreds of thousands of unsuspecting and innocent creatures who were unlucky enough to consume lethal doses of a slow-acting poison spread in fields miles away.",0,NA,1
"You see, the USDA found a loophole allowing these protections to be lifted for “experimental” activities.",0,NA,NA
"So they applied for the right to spread poison as Dart of a “scientific experiment” -- to learn whether lowering the population of blackbirds by poisoning them will reduce sunflower crop loss.",0,1,0
"“scientific experiment”",NA,NA,0
"Can you believe it?",1,1,1
"The USDA wants to conduct an “experiment” that will spread enough poison in our environment to kill two million blackbirds.",0,0,1
"“experiment”",0,NA,0
"And if the death of two million birds doesn’t “prove” their theory -- and show a reduction in crop loss -- they’ll likely seek the right to kill even more birds the next year!",0,NA,1
"“prove”",NA,1,NA
"It’s time to tell the USDA, in no uncertain terms:",NA,1,0
"“YOU WILL NOT CONDUCT MASSIVE BIRD KILLS TO BENEFIT A HANDFUL OF SPECIAL INTERESTS!”",0,1,1
"Because the USDA’s slow-acting pesticide takes three days to kill, its victims will likely fly many miles from the poisoned fields, before falling to the ground.",0,0,1
"Meanwhile,blackbirds aren’t the only birds threatened directly by the poison.",0,NA,NA
"We’ve noted the presence of 68 other species of grassland songbirds in the proposed poison-baited areas ... including the Bobolink, Grasshopper Sparrow, Harris’ Sparrow and Le Conte’s Sparrow.",NA,0,0
"In all, nine birds on the Federal threatened or endangered lists and 11 birds on Audubon’s WatchList of imperiled species could be found in these killing fields.",0,0,1
"We simply cannot afford to let the government repeat the mistakes of the past ... and operate this deadly and uncontrolled experiment on wildlife.",0,0,NA
"Here’s what I need you to do, to make sure we prevail: First, I need you to sign and return your Petition to the U.S. Secretary of Agriculture.",1,1,1
"I’ll forward your Petition, along with those from thousands of other Audubon members and supporters, urging the USDA to withdraw its cruel plan to poison blackbirds ... in favor of alternative, benign methods of protecting sunflower crops.",NA,NA,1
"I can assure you that thousands of Audubon Petitions can make a difference -- just as they did in a successful battle against an adverse wetlands proposal a few years ago!",1,1,1
"But today’s battle is one we must win ... to block a dangerous experiment that would begin to erase 50 years of steady progress eliminating pesticides and other harmful chemicals from our environment.",0,1,1
"That’s why I hope you’ll also agree to help even more by making a tax-deductible gift to support this crucial initiative and all of Audubon’s vital conservation work to protect birds, other wildlife and habitat.",NA,NA,1
"And who plans to commit such a mass bird killing?",0,0,0
"And with a donation of $15 or more, you’ll receive a FREE Birdfeeder in appreciation for your concern.",1,NA,NA
"I’ll make sure your gift is put right to work in our efforts to:",1,NA,0
"·Win a ban on the USDA bird poisoning.",1,1,1
"·Gain strict enforcement of wildlife laws.",NA,NA,0
"·Ensure wildlife programs are based on sound science.",NA,1,0
"·Monitor the health of Audubon’s WatchList species.",NA,NA,0
"·Conserve America’s remaining grassland habitat.",NA,1,NA
"And Audubon will draw upon its century-long track record of highly effective conservation work to make a real difference in other key areas:",1,NA,NA
"The U.S. Department of Agriculture!",1,NA,1
"Audubon protects birds.",1,1,NA
"Your help will be instrumental to our bird conservation work: designating Important Bird Areas to protect vital habitat ... maintaining the WatchList of bird species near endangered status (www.audubon.org/ bird/watch) ... and engaging citizen participation in the vast BirdSource database of North American bird trends.",1,NA,1
"Audubon rescues endangered wildlife.",1,NA,0
"Nearly 25 years ago, the National Audubon Society helped win passage of the Endangered Species Act.",1,NA,NA
"With your help, Audubon will remain committed to wildlife laws and regulations that are well funded, properly implemented, and strongly enforced.",1,NA,NA
"In fact, the USDA has plans to spread poisoned rice in sunflower fields throughout the northern Great Plains targeting two million migrating blackbirds and threatening nearly 70 other bird species.",0,0,1
"Audubon establishes and protects wildlife refuges and sanctuaries.",1,1,NA
"“Audubon is truly making a difference for wildlife refuges everywhere”",1,NA,1
"And your support will help sustain our innovative Audubon Refuge Keepers program, and maintain our own network of more than 100 wildlife centers and sanctuaries.",1,1,1
"I’m outraged ...",0,1,1
"Audubon restores wetlands.",1,1,NA
"Wetlands are not only crucial to wildlife ... they also help purify our drinking water and prevent billions of dollars worth of flood damage.",1,1,1
"Your gift today will help us reach our goal to restore one million acres of irreplaceable wetlands.",1,NA,1
"Audubon educates the public.",1,1,NA
"Teaching Americans --particularly young people -- how to become better stewards of our environment is one of the best investments that you and I can make for wildlife.",1,1,1
"That’s why we’re expanding our network of Audubon Centers to reach children and adults in every corner of the nation.",1,1,1
"And of course, your support will enable Audubon to stand ready to act whenever a wildlife crisis emerges --like the USDA’s bird poisoning proposal that I’m asking you to help us defeat today!",1,1,1
"So let me urge you to do your part by supporting a group that the San Francisco Chronicle calls “one of America’s most respected and influential conservation organizations.",NA,1,0
"First,sign and return your Petition to the Secretary of Agriculture immediately, to declare a firm and resounding “NO!”",0,NA,1
"“NO!”",0,1,1
"to the USDA’s bird poisoning plan.",0,NA,NA
"And I also hope you’ll take a second important step today, by supporting Audubon’s vital conservation work with a generous tax-deductible gift.",1,1,NA
"Thank you.",1,NA,NA
"Very truly yours,",1,NA,1
"John Flicker President",NA,NA,NA
"P.S.Your gift will help us save birds, other wildlife and their habitat for future generations to cherish.",1,1,1
"And in thanks for your gift of $15 or more, you 11 receive a FREE Birdfeeder.",1,NA,1
"and I think you will be, too!",1,1,1
"it’s almost unthinkable that a program this reckless could be implemented -- in view of the tragic impact that poisonous chemicals and pesticides like DDT have had on wildlife and people.",0,0,NA
"Supplies are limited ... so please respond today!",1,0,1
"Thanks to the help of caring and concerned people like you, Audubon won a temporary halt to this planned killing last spring -- but the USDA’s plans could be up and running for the next blackbird migration, unless we act now.",1,NA,0
"You’ll once again be enthralled by the striking photography and insightful environmental journalism that makes our exclusive magazine, AUDUBON, a treasure worth saving.",1,1,1
"It’s already won the prestigious National Magazine Award not once, but four times. __",1,1,1
"This award-winning style is evident in every issue with behind-the-headlines reporting, passionate coverage of the environment, exotic journeys to remote places you may never otherwise experience, and of course, in AUDUBON’s famous photography of nature’s most awe-inspiring creations.",1,1,1
"This morning, I closed my office door to interruptions, sat alone at my desk, and did something I think will please you and everyone in your home.",1,NA,0
"Bring beauty, mystery, adventure and the natural world back in your life.",1,1,1
"You may have missed learning the mysteries of the spectacled eider (a duck with an uncertain future) ... missed traveling with us to Asia where we found and followed the last wild tigers... missed marveling at the magic of mangroves.. missed discovering in Peru the newest bird known to science, the barbet.. .but you won’t miss a thing anymore.",1,1,1
"I’ve had a look at the magazine’s upcoming subjects and I can tell you the best is yet to come.",1,NA,NA
"From what I see, the magazine’s editorial staff and fresh new look and content may soon be granted a fifth National Magazine Award.",1,NA,NA
"There’s much more to membership than AUDUBON magazine!",1,NA,1
"You’ll be protecting, preserving and promoting America’s wetlands, endangered species, ancient forests, our National Wildlife Refuges, the Everglades and the Platte River, our Living Oceans Program and much more.",1,1,1
"You’ll be supporting sanctuaries, field research, environmental education and legislation and many other vital efforts critical to the protection of wildlife and their habitats.",1,1,1
"You’ll also be educating youngsters in 15,000 schools across America — most likely some in your own school district.",1,1,1
"By accepting my special invitation to join again, you’ll receive special invitations to our sanctuaries and Ecology Camps — and FREE ADMISSION to our Nature Centers.",1,1,1
"There, you’ll have the rewarding opportunity to study with Audubon experts and take part in workshops of special interest to you.",1,1,1
"Dear Former Member, When we lose a member like you, it hurts.. .all of us.",0,0,1
"Office of the President National Audubon Society 700 Broadway New York, NY 10003-9562",NA,NA,0
"What’s more, you’ll receive FREE MEMBERSHIP in your local chapter -there are more than 500 Audubon chapters nationwide — with access to field trips and activities everyone in your family will enjoy.",1,NA,1
"There’s still more.",1,NA,NA
"Special travel opportunities, and special (FREE!)",1,1,1
"membership in the Audubon Activist Network will also be yours.",1,1,0
"Incredibly, all this is possible for just 517.",1,NA,1
"Think of all the ways everyone in your household will benefit from your membership in Audubon.",1,1,1
"And then, please, take advantage of this opportunity to regain full membership for 51% less than the regular rate.",1,1,0
"We simply can’t afford to lose you.",0,0,1
"May we become partners once again?",1,1,1
"I’ll be waiting for your reply.",1,NA,1
"Sincerely, John Flicker",1,1,0
"P.S. On behalf of everyone here at the National Audubon Society, we look forward to saying, “Welcome back!”",1,1,1
"So this morning I sat down and thought about what it would take for you to give us a second chance.",0,0,1
"“Welcome back!”",1,1,1
"All of us are excited about sending you your magazine and membership materials.",1,1,1
"In advance, please accept my personal “Thank you!”",1,NA,1
"“Thank you!”",1,1,1
"I thought about our new, enhanced local efforts, our expanding scientific research and educational programs, our fresh new writing in AUDUBON magazine.",1,NA,NA
"Then I thought about an enticing way for you to regain your place among America’s most intelligent, concerned and caring citizens who proudly avow membership in the National Audubon Society.",1,1,NA
"I’m inviting you back to full membership for just $17 - 51% off the regular rate.",1,NA,0
"By accepting my personal invitation, you’ll provide yourself and every member of your family with a fulfilling sense of proprietorship, and a steady flow of priceless enjoyment.",1,1,1
"Medicine for one's mind",NA,NA,NA
"The first evening, the twenty-something students--most from my college, four from another--gathered in the shrine room, sitting cross-legged on cushions as we listened to Khenpo Kalsang introduce Tibetan Buddhist philosophy.",1,0,0
"He began by telling us, ""Do not take any of what I say on faith.",1,NA,NA
"""Do not take any of what I say on faith. Take it through analysis, if there is some benefit in it for you.""",NA,1,0
"Take it through analysis, if there is some benefit in it for you.""",NA,NA,NA
"Religion, he said, is like a drugstore full of medicine.",0,NA,0
"You do not go to the drugstore and buy everything in it--you just buy what would be beneficial to you now.",NA,1,NA
"You believe the other medicine may have just as much value, but in other situations, not this one.",NA,0,0
"We discussed the foundations: the Three Turnings of the Wheel of Dharma; the four noble truths; karma; defilements; the six perfections.",0,0,0
"When we talked about the giving, and how one should try to give what one could to other sentient beings (in the form of material items, kind words, protection, and so on), Khenpo Kalsang shared a story of the Buddha, and how the Buddha had given his flesh so that a family of hungry tigers could eat.",0,0,NA
"The gentle wind makes them flutter.",1,NA,0
"""So,""",NA,NA,0
"""So,"" a fellow student asked, ""Giving one's life for another being is the ultimate gift?""",0,NA,NA
"""Giving one's life for another being is the ultimate gift?""",NA,0,NA
"Khenpo Kalsang, he smiled, and shook his head.",1,NA,NA
"""Only if you feel no regret,""",NA,NA,NA
"""Only if you feel no regret,"" he said.",NA,NA,NA
"Tibetan Buddhist Retreat",NA,NA,NA
"Orange-gold light filters into the grassy meadow, touching a row of canvas tents and the temple house beyond.",1,0,0
"""If you feel regret, it destroys the merit.""",0,0,NA
"Until then, preserve your own life, and do not give away anything that would cause you regret.",0,1,NA
"This struck a chord.",0,NA,1
"Self-preservation above all else, unless the right situation arises.",1,1,1
"Knowing and understanding",NA,NA,NA
"Later, I talked to the resident nun, Ani Kunga, about psychology and cognitive science.",NA,NA,NA
"She had studied psychology for a while in grad school, but now holds the view that psychologists are going about understanding the mind and understanding the knower and what knowing is the wrong way.",NA,0,NA
"""Psychologists,""",0,1,0
"""Psychologists,"" she said, ""study the brain and the self externally.",NA,NA,NA
"""study the brain and the self externally. Ever since the 1920s, their science has been about observation of behavior, questionnaires, recordings of electrical brain activity. But the mind can only be known by you, the person whose mind it is.""",NA,NA,0
"Ever since the 1920s, their science has been about observation of behavior, questionnaires, recordings of electrical brain activity.",NA,1,NA
"But the mind can only be known by you, the person whose mind it is.""",NA,1,0
"She said philosophy and epistemology were doing it right: looking at experiences from the inside.",NA,0,0
"A big overlap exists between Tibetan Buddhism, psychology and cognitive science.",NA,1,NA
"All three examine the distinction between the self and others, between the observer and the observed, between knowing and the knower.",NA,0,NA
"Tsechen Kunchab Ling : Temple of All-Encompassing Great Compassion.",NA,0,NA
"I agree with Ani Kunga to some extent--only so much can be known about the mind from external observation.",NA,NA,NA
"But this doesn't mean that there isn't merit to such studies, nor that nothing of use can be learned in that way.",NA,NA,NA
"Tibetan Buddhist philosophy also approaches the mind and the self from the inside.",NA,0,0
"During a second philsophy session, Khenpo Kalsang translated a sutra about a king who received advice from the Buddha.",NA,NA,NA
"This sutra delved into some questions about the nature of the self, whether the self is a delusion, and how the clinging of self is a defilement.",0,NA,NA
"I intend to discuss it in more depth later, so stay tuned.",1,1,0
"This is the seat of His Holiness the Sakya Trizin in the United States, a Tibetan Buddhist monastery established nine years ago.",NA,NA,NA
"Compassion training and prayer flags",0,0,0
"In the afternoon, a group of us gathered outside for a meditation session with Ani Kunga.",1,NA,1
"Sunshine melted lazily through the tree branches above, a breeze animating the branches' shadows so they danced between our cushions.",1,0,NA
"Compassion and anger were the session's topics.",NA,1,NA
"The key message:",NA,NA,0
"""If there's something you can do, why are you unhappy?",0,0,1
"""If there's something you can do, why are you unhappy? Just do it. If there's nothing you can do, why are you unhappy?""",0,1,1
"Just do it.",1,1,1
"If there's nothing you can do, why are you unhappy?""",0,NA,1
"Ani Kunga explained several off-session and one on-session technique for dealing with negative emotions (anger, hate, irritation, stress, jealousy, and so on).",1,NA,0
"All the methods built off the idea that you are in control: anger is an emotion, and you can change your emotions.",1,1,NA
"Stay tuned for a more in-depth post on the topic.",NA,NA,0
"Another of the day's activities was making prayer flags.",1,0,NA
"As Ani Kunga explained, ""Prayers, wishes, hopes, aspirations--someone, many people, may share those with you.",1,NA,1
"""Prayers, wishes, hopes, aspirations--someone, many people, may share those with you. Hanging the prayer flag shares your prayer with everyone else in the world. This may do no good at all, but it may--if everyone hopes and wishes and dreams and aspires, perhaps it will do good. It may not. But if no one shares their prayers, it will certainly do no good. So on the offchance that it will help, why not?""",1,0,NA
"Hanging the prayer flag shares your prayer with everyone else in the world.",1,NA,NA
"This may do no good at all, but it may--if everyone hopes and wishes and dreams and aspires, perhaps it will do good.",1,1,1
"It may not.",NA,NA,NA
"But if no one shares their prayers, it will certainly do no good.",0,1,0
"So on the offchance that it will help, why not?""",1,0,0
"Never done",0,0,0
"This weekend reminded me that I'm not done learning.",1,0,1
"I spent the past weekend there.",1,0,0
"If I stay still long enough, if I've achieved a relatively constant level of happiness and satisfaction, I forget that I can and should continue to seek out new ideas and approaches, and incorporate beneficial ones into my life.",1,1,1
"A person is never ""done,"" and so, I'll continue to observe and discuss and study, trying to pick the directions in which I'll change, and trying to make tomorrow better than today.",1,NA,NA
"""done,""",0,1,NA
"The field work office at my college arranges this retreat every semester.",NA,NA,NA
"Ever onward and ever upward.",1,NA,1
"Faded squares of fabric, strung together in repeating blue-white-red-green-yellow chains, crisscross the branches of bare-limbed trees.",0,0,0
"Everyone I've talked to who has previously attended says wonderful things about it; this semester, one of my friends told me she was going: I should join her!",1,NA,1
"I like learning new things, so I signed up.",1,1,1
"A good decision: I didn't return all chill and zen, as one friend told me his roommate had, but I certainly gained a few new ideas and approaches to mull over, and dipped my hand into a previously unfamiliar piece of the world.",1,NA,1
"They suggested that what you believe about self-control affects the goals you set and achieve [PDF].",NA,1,0
"I'm not one to make New Year's resolutions.",NA,NA,0
"In the paper, ""self-control"" is used to mean a sense of willpower.",NA,NA,0
"""self-control""",0,1,0
"Mukhopadhyay & Venkatarmani discuss various lay theories of self-control, noting that the amount of self-control a person has can be seen as either an inherently limited or unlimited resource, and that this resource can be seen either as malleable or as fixed (the amount of self-control a person has can change over time, or not).",NA,NA,0
"I mean, sure, I could take my pick of popular New Year's resolutions ; I could decide, on the first day of the new year, that this year, I'll start exercising more and eating better, or that I'll spend more time with my family and friends, or that I'll learn a new skill.",1,NA,1
"An important premise to note here is the idea that the probability of choosing a goal or making a resolution increases if a person thinks that goal can be attained.",1,1,1
"So if you think you'll be able to achieve a goal, you're more likely to set it.",1,1,0
"Combine this with theories of self-control, and in general, if you believe you have unlimited stores of self-control, you'll set a larger number of goals.",1,1,1
"If you believe self-control is malleable but limited, you'll set fewer goals.",0,0,0
"Mukhopadhyay & Venkatarmani also discuss self-efficacy: belief in one's capabilities, the perceived ability to carry out a desired action.",NA,NA,NA
"They propose that people with high self-efficacy--people who believe that failure is the result of insufficient effort, and thus exhibit increased commitment and persistence--will achieve more of their goals than people with low self-efficacy, who tend to view failure as the result of deficient ability, and thus may simply give up.",NA,1,NA
"Self-control, Self-efficacy, and New Year's Resolutions Unresolved",0,0,NA
"The studies",NA,NA,0
"In the first study, 85 participants (all college students) each read one of four passages presenting lay theories of self-control.",NA,NA,0
"Each passage contained two paragraphs; the first discussed self-control either as limited or as unlimited, and the second discussed self-control as either malleable or fixed.",1,NA,NA
"The participants then answered questions about their belief in each of two theories presented, followed by a second questionnaire to assess motivation, in which they listed all their current goals.",1,NA,0
"The study was testing whether a belief in unlimited, malleable self-control would result in most resolutions, and indeed, this is what was found.",NA,NA,0
"The experimenters had some concerns about participants' natural beliefs in relation to the passages they read, however, so in study two, the order of the two measures (lay theories and motivation/goal listing) was varied.",0,NA,0
"Data from 130 new participants revealed that, as hypothesized, if the motivation & goals questionnaire were assessed first, then among the people who believed self-control is malleable, those who also believed self-control to be unlimited (vs.",NA,NA,NA
"limited) set more goals.",NA,1,NA
"When lay theories were assessed first, this result reversed.",NA,NA,0
"The people who believed that self-control is fixed were unaffected by order.",NA,1,NA
"The third study moved on to examine goal achievement, adding a measure to look at self-efficacy.",1,NA,NA
"The study had two sessions, in November then February.",NA,NA,0
"In the first session , the 159 participants read passages about lay theories (much like in study one, but with longer passages to strengthen the manipulation), listed the resolutions they were planning on making at New Years, rated how disappointed they would be if they failed to keep their resolutions, and filled out individual difference measures (which included a self-efficacy scale).",0,NA,0
"And if I chose to make resolutions, I'd be far from alone--a 2008 survey on Dorthy.com found that 66% of the 2000+ adults polled had made resolutions at some point (though only 17% managed to keep them).",0,1,0
"Only 86 participants successfully returned for the second session, during which they indicated how much success they had had at keeping their resolutions.",1,NA,NA
"What does this mean for your resolutions?",NA,NA,0
"The resolutions made by participants across all conditions were qualitatively similar (take a look at any list of popular New Year's resolutions, and you'll see the majority of the goals).",NA,NA,0
"As shown in the first two studies, more goals were set by people who believe self-control is unlimited and malleable than by any other people--that is, if you expect more success, you may increase the difficulty and number of tasks that you set for yourself.",NA,NA,0
"Self-efficacy did not have a significant effect on goal-setting.",0,NA,NA
"As far as success goes, only the interaction between lay theory and self-efficacy was significant.",0,NA,0
"If participants believed in limited self-control and were low in self-efficacy, they tended to give up more often, failing to achieve their goals.",0,NA,0
"But if participants believed in unlimited self-control, self-efficacy had no effect; participants achieved just as many goals regardless, and people who set more resolutions were marginally more likely to succeed.",1,1,0
"Mukhopadhyay & Venkatarmani realize that their research does not directly look at the relationship between lay theories of self-control and beliefs about one's own amount of self-control and self-efficacy, and propose this as an area for future study.",NA,NA,NA
"But in general, lay theories about self-control can determine how much success you'll expect (and thus, how many goals you'll set), and self-efficacy beliefs can determine how much success you'll actually have.",1,NA,1
"References",NA,NA,0
"Mukhopadhyay, A. & Johar, G.V. (2005).",NA,NA,NA
"Where There Is a Will, Is There a Way?",1,NA,NA
"Effects of Lay Theories of Self-Control on Setting and Keeping Resolutions.",NA,NA,0
"Journal of Consumer Research , 31, 779-786 [ PDF ]",NA,NA,0
"Making resolutions: It's about self-control",0,NA,NA
"The question Anirban Mukhopadhyay of the Hong Kong University and Gita Venkatarmani Johar of the Graduate School of Business at Columbia University asked is this: What determines how many goals a person will set, and how successful a person will be at achieving those goals?",NA,0,0
"They performed a few studies in 2005 to look at the relationship between self-control, goal setting, and goal achievement.",NA,0,0
"Several boards were missing, making a door to the small room inside.",NA,0,1
"The tall tumbleweed flag marked it as Chad's to defend now.",1,NA,NA
"""You suck."" Chad said.",0,1,1
"You suck.",0,1,1
"He looked around, trying not to seem nervous.",0,0,1
"Chad checked the other fort out of the corner of his eye.",NA,NA,NA
"He wished Roy wouldn't fall for that gag every time, ""get me a big rock, Roy.""",NA,1,0
"Two forts stood on the playground, and a hot, bare battlefield separated them.",0,1,1
"A massive, rusted A-frame swing marked the border though nobody was swinging in the hot sun.",NA,0,0
"The larger of the two forts was a squat black bunker made of tires, two big tractor tires capped with one from a truck and two smaller ones from cars.",NA,0,0
"The older boys lay around in shade and napped inside the walls.",1,NA,0
"They were watching now from well defended spy holes, or maybe they were performing secret experiments and swearing bloody oaths.",0,0,NA
"Chad wished he were old enough to be one of them.",0,0,NA
"Maybe Tucker would let him in after he saw Chad wasn't chicken.",1,1,1
"""You wanna play robots?"" Roy asked.",1,1,NA
"You wanna play robots?",NA,0,0
"Chad felt his heart beat a little faster and his cheeks burned.",NA,0,1
"He had invented the ""robots"" game to make fun of Roy, but Roy had never figured that out either.",0,0,0
"Roy stooped to pick up a big, white caliche rock that looked like a dirty lump of chalk and handed it to Chad.",NA,NA,0
"It was Roy's favorite game.",1,1,0
"No, go get some stickers.",NA,1,NA
"Roy shuffled off without argument, his baseball cap pulled low to cover his bald head and brain plug and his shoe laces untied.",0,0,0
"Roy had taught him to tie his shoes when Chad was five.",1,NA,0
"He thought about gathering stickers himself.",NA,NA,0
"Roy was too slow, but he didn't dare step away from his fort.",0,NA,0
"He took another careful look over his shoulder and bent to pluck a yucca spear as if that were what drew his interest.",NA,0,1
"The long blade of the yucca had a sharp tip, but the only weapons allowed according to Humpty Dumpty Nursery rules of engagement were smelly thistles or cocklebur stems covered with spiked yellow stickers.",NA,1,0
"The tiny barbs hurt, but nobody was allowed to beat you up if you just used stickers.",0,0,1
"The hot August sun was settling toward the time that Mrs. Rayburn would bring the milk tray out of the cinder block building where the toddlers and babies were kept.",0,NA,0
"Meanwhile Roy stalked around the fence edge bending to pick cockleburs as he went.",0,0,0
"Chad took the rock with disgust as Roy returned to staring at his shoes.",0,NA,NA
"Every move Roy made since the accident was smooth and sudden and strange -- like a remote control boy.",1,NA,NA
"When he saw Roy in the hospital with a shaved head and the small silver plug at the back of his noggin like a bottle cap, Chad had called him, ""Remote Control Boy.""",1,1,1
"Momma had smacked Chad for saying it which hurt, and then she had cried, which was worse.",0,0,1
"Pop had given Chad the sideways glance that promised hard labor when they made it home.",0,0,NA
"Chad just hung his head.",0,0,NA
"He knew it was too late to explain that he was trying to get a smile out of Roy.",0,0,NA
"Pop said, ""The doctors have put something very special in Roy's brain.",1,0,0
"The doctors have put something very special in Roy's brain.",1,0,1
"It's something they made for soldiers and astronauts and it's going to help Roy walk and talk to us again.",1,NA,1
"Chad was six, and at eight Roy should have been teasing or ordering Chad around or something.",0,1,1
"Pop put a hand on Roy's shoulder.",0,0,0
"How are you feeling, Roy?",NA,0,0
"Pop spoke slowly and Chad knew that he must have been practicing this with Roy.",0,0,0
"They all stood around while the doctor made Roy shake and jerk and moan with a sick sound.",0,0,1
"But the thing in his head hadn't worked yet because of something having to do with the, ""electric toads,"" which wouldn't, ""sit up.""",0,NA,0
"Roy didn't really start talking for days and didn't walk until a long time after that.",NA,0,1
"Now, this year, Roy was in the same grade as Chad, and it was embarrassing.",0,NA,NA
"Roy stepped around the edge of the building and out of sight.",0,NA,0
"Just then Tucker Williams came climbing out of the top of the black fort like a gold headed monster.",NA,NA,1
